,0
0,0.061863336712121964
1,0.020428257063031197
2,0.018694205209612846
3,0.01753007061779499
4,0.017639653757214546
5,0.017081456258893013
6,0.01684071496129036
7,0.016807125881314278
8,0.016693392768502235
9,0.01635563001036644
10,0.01633855514228344
11,0.01613711565732956
12,0.016020050272345543
13,0.015827620401978493
14,0.015841539949178696
15,0.015659524127840996
16,0.015524625778198242
17,0.015062559396028519
18,0.01534368097782135
19,0.014913314022123814
20,0.014887329190969467
21,0.014761839993298054
22,0.014739522710442543
23,0.014522495679557323
24,0.01436560321599245
25,0.014324230141937733
26,0.014189542271196842
27,0.014104400761425495
28,0.013945751823484898
29,0.013966798782348633
30,0.01396456453949213
31,0.013512016274034977
32,0.013721087947487831
33,0.013511540368199348
34,0.013383054174482822
35,0.013373962603509426
36,0.01343020424246788
37,0.013235209509730339
38,0.013147365301847458
39,0.012981957755982876
40,0.012880636379122734
41,0.013057734817266464
42,0.012717156670987606
43,0.012782858684659004
44,0.012391939759254456
45,0.012479767203330994
46,0.01225317269563675
47,0.012156113982200623
48,0.012084313668310642
49,0.011935965158045292
50,0.011866657063364983
51,0.011675664223730564
52,0.011868239380419254
53,0.011542530730366707
54,0.011551017872989178
55,0.011628248728811741
56,0.011269941926002502
57,0.011339624412357807
58,0.011220606975257397
59,0.011085715144872665
60,0.011152802966535091
61,0.011006414890289307
62,0.010879072360694408
63,0.011226371861994267
64,0.011007310822606087
65,0.010996106080710888
66,0.010940410196781158
67,0.010713359341025352
68,0.010885585099458694
69,0.010496197268366814
70,0.010235446505248547
71,0.010387438349425793
72,0.010178322903811932
73,0.010175561532378197
74,0.010158716700971127
75,0.010025088675320148
76,0.009957674890756607
77,0.009947079233825207
78,0.009971418417990208
79,0.009869035333395004
80,0.009982441551983356
81,0.009815876372158527
82,0.009900642558932304
83,0.009660600684583187
84,0.009717258624732494
85,0.00966965314000845
86,0.009453979320824146
87,0.009400310926139355
88,0.009377818554639816
89,0.009287749417126179
90,0.009272284805774689
91,0.009271522983908653
92,0.009340093471109867
93,0.009047766216099262
94,0.009119085967540741
95,0.009053826332092285
96,0.00885037425905466
97,0.008987078443169594
98,0.00882797036319971
99,0.00871718768030405
100,0.00865818653255701
101,0.008644304238259792
102,0.008332764729857445
103,0.008354732766747475
104,0.008261858485639095
105,0.008351114578545094
106,0.008155946619808674
107,0.008423039689660072
108,0.008369612507522106
109,0.008253702893853188
110,0.008159609511494637
111,0.008047819137573242
112,0.007967767305672169
113,0.007981869392096996
114,0.00791431125253439
115,0.007722598034888506
116,0.007784982677549124
117,0.007795759942382574
118,0.007666031364351511
119,0.0076268999837338924
120,0.007669552695006132
121,0.0075163752771914005
122,0.007409733720123768
123,0.007336969021707773
124,0.007278945297002792
125,0.007084330078214407
126,0.007131319493055344
127,0.0069621531292796135
128,0.007048162166029215
129,0.007005109451711178
130,0.006938887294381857
131,0.006928392220288515
132,0.006934236269444227
133,0.00688127800822258
134,0.006674290169030428
135,0.006897454150021076
136,0.006684515159577131
137,0.0066054644994437695
138,0.00651244493201375
139,0.006469518877565861
140,0.006440220400691032
141,0.006570905912667513
142,0.006338669918477535
143,0.006229453720152378
144,0.00625448115170002
145,0.006130392197519541
146,0.00609687902033329
147,0.006021101959049702
148,0.005998661741614342
149,0.0060355039313435555
150,0.006103129591792822
151,0.006090190261602402
152,0.005890939384698868
153,0.005782789550721645
154,0.005789219401776791
155,0.00570070231333375
156,0.005898927338421345
157,0.005781365092843771
158,0.005678208544850349
159,0.006007742136716843
160,0.005662656854838133
161,0.005701164714992046
162,0.0056720031425356865
163,0.005608642008155584
164,0.005664165131747723
165,0.005485614761710167
166,0.005367984063923359
167,0.005401512607932091
168,0.005349637474864721
169,0.005286749918013811
170,0.005384575109928846
171,0.005476735066622496
172,0.005428835283964872
173,0.006271167658269405
174,0.005658144596964121
175,0.005490390118211508
176,0.00539301335811615
177,0.00555690610781312
178,0.005373170133680105
179,0.005325707141309977
180,0.0054278504103422165
181,0.005329139996320009
182,0.005369557533413172
183,0.005458939354866743
184,0.0053276559337973595
