num,feature,contribution,model,x0,v0,t,rand,alpha,beta,gamma,delta,omega
0,x0,xt,ml,-1.0065390122433506,0.009562080564598376,0.0028924501190582957,0.000843421686440804,0.0,0.0,0.0,0.0,0.0
1,x0,xt,ml,-1.0079699410358445,0.009770511390331029,0.003112460264625666,-0.0032778249665474934,0.0,0.0,0.0,0.0,0.0
2,x0,xt,ml,0.8585650016445044,-0.005488589863913872,0.0010488581083094306,-0.001422401997260625,0.0,0.0,0.0,0.0,0.0
3,x0,xt,ml,0.8685907109345619,-0.006282985103316759,0.0007916327177858104,-0.001419733130993861,0.0,0.0,0.0,0.0,0.0
0,x0,vt,ml,0.002068384809341902,0.0019132045800021532,0.001514134319731966,0.0005585757646864916,0.0,0.0,0.0,0.0,0.0
1,x0,vt,ml,0.001689892339830597,0.0017951535185178119,0.0014024232902253662,-0.001418767476764817,0.0,0.0,0.0,0.0,0.0
2,x0,vt,ml,-0.01268029738993694,0.0014931913317802067,0.001393255154447009,-0.00036893468971054173,0.0,0.0,0.0,0.0,0.0
3,x0,vt,ml,0.001983555234813442,0.0019842190365307014,0.0016231171313362818,-0.0006386636500246802,0.0,0.0,0.0,0.0,0.0
0,x0,xt,true,0.43062791946094475,-0.007036150676227479,0.23042195405410903,0.0,0.0,0.0,0.0,0.0,0.0
1,x0,xt,true,0.4818973191610446,0.03712546042834259,0.4262531920139271,0.0,0.0,0.0,0.0,0.0,0.0
2,x0,xt,true,0.21436054316740613,0.37225357802835507,0.20335894035163476,0.0,0.0,0.0,0.0,0.0,0.0
3,x0,xt,true,-0.07540407491568289,-0.1508925318169959,-0.03366089039307221,0.0,0.0,0.0,0.0,0.0,0.0
0,x0,vt,true,0.15525383830869324,0.10976881915138156,0.37763806978734343,0.0,0.0,0.0,0.0,0.0,0.0
1,x0,vt,true,0.19376984649909965,0.1329988575785304,0.4153715481546417,0.0,0.0,0.0,0.0,0.0,0.0
2,x0,vt,true,0.17124400954204924,0.27089445554525254,-0.0531812642481955,0.0,0.0,0.0,0.0,0.0,0.0
3,x0,vt,true,0.03918664063267529,0.14859346098280146,0.381479047568417,0.0,0.0,0.0,0.0,0.0,0.0
0,v0,xt,ml,-1.004493032832009,0.017210596860386583,-0.017736456898662017,0.0051669030310582675,0.0,0.0,0.0,0.0,0.0
1,v0,xt,ml,0.9050225765537471,-0.03927505468018356,-0.002409154747923248,-0.0003030936668316775,0.0,0.0,0.0,0.0,0.0
2,v0,xt,ml,-1.0954971350170672,0.10449438090746603,-0.010027797917524867,0.0038083191153902574,0.0,0.0,0.0,0.0,0.0
