num,feature,contribution,model,x0,v0,t,rand,alpha,beta,gamma,delta,omega
96,x0,xt,ml,1.0421807160973544,-0.060877287288506776,-0.000931578377882547,-3.04788351024321e-06,0.0,0.0,0.0,0.0,0.0
97,x0,xt,ml,-0.9566791023810691,-0.06113134443759963,-0.002385395169258314,1.8574794127257377e-06,0.0,0.0,0.0,0.0,0.0
98,x0,xt,ml,-0.9628740685184783,-0.06070119212071143,0.0033909518520034293,-9.675721328150644e-06,0.0,0.0,0.0,0.0,0.0
99,x0,xt,ml,-0.957366536756355,-0.061201111376285894,-0.0016293316086137405,2.9952327402771317e-06,0.0,0.0,0.0,0.0,0.0
0,x0,vt,ml,0.008082569291194285,0.0028963911378135317,-0.006196040292270492,-1.0947107026947067e-06,0.0,0.0,0.0,0.0,0.0
1,x0,vt,ml,0.0080848163428406,0.002895953925326468,-0.0061918570085739205,-7.087833558517588e-06,0.0,0.0,0.0,0.0,0.0
2,x0,vt,ml,0.008082615615179147,0.0028948594412456,-0.00619816597395888,2.516343568762132e-06,0.0,0.0,0.0,0.0,0.0
3,x0,vt,ml,0.0020170144604829436,0.002709670742818466,1.1279030392567259e-06,-8.438446869452401e-06,0.0,0.0,0.0,0.0,0.0
4,x0,vt,ml,0.002017346905389178,0.0027095717742728715,1.250564431149717e-06,-8.913793911535621e-06,0.0,0.0,0.0,0.0,0.0
5,x0,vt,ml,0.0060373001949240775,0.0029138644070675025,-0.004158419859595604,-1.0919316361345834e-05,0.0,0.0,0.0,0.0,0.0
6,x0,vt,ml,-0.0012883407343179,0.003086604816683881,0.0029451626779822,-9.791689614455264e-06,0.0,0.0,0.0,0.0,0.0
7,x0,vt,ml,-0.0013005930309494343,0.003080984604700161,0.0029551405172484604,-2.6867818087349463e-06,0.0,0.0,0.0,0.0,0.0
8,x0,vt,ml,0.005928775299495709,0.00289123129565269,-0.0040373938321136005,-7.873370001694469e-07,0.0,0.0,0.0,0.0,0.0
9,x0,vt,ml,0.00592884596825267,0.0028912061996137143,-0.004037873103128132,-3.536387036227884e-07,0.0,0.0,0.0,0.0,0.0
10,x0,vt,ml,-0.005627413756834963,0.0030743626326633013,0.00733694541500881,-2.848862359921059e-05,0.0,0.0,0.0,0.0,0.0
11,x0,vt,ml,-0.010629296579087781,0.0030362489819526733,0.01232571444629381,-1.5810485929249746e-05,0.0,0.0,0.0,0.0,0.0
12,x0,vt,ml,-0.003025134721926104,0.003207696476796022,0.004564318719009557,3.25018229584053e-06,0.0,0.0,0.0,0.0,0.0
13,x0,vt,ml,-0.0030214139857950312,0.003215022114260744,0.00456725515735646,-1.0628321518501432e-05,0.0,0.0,0.0,0.0,0.0
14,x0,vt,ml,-0.003024878831735502,0.00321262665015335,0.004562174056967097,2.6838543514505486e-07,0.0,0.0,0.0,0.0,0.0
15,x0,vt,ml,-0.0030234525577786074,0.0032144562116203216,0.004564966307952999,-5.824404458204535e-06,0.0,0.0,0.0,0.0,0.0
16,x0,vt,ml,-0.0030253369555187717,0.0032069632154889415,0.004566141143441198,2.3334504415592483e-06,0.0,0.0,0.0,0.0,0.0
17,x0,vt,ml,-0.008087195465341212,0.00315443459277352,0.009681240927117564,-7.215589284896573e-06,0.0,0.0,0.0,0.0,0.0
18,x0,vt,ml,-0.008088230115051073,0.00315409909312924,0.009683442250825463,-9.834902981916034e-06,0.0,0.0,0.0,0.0,0.0
19,x0,vt,ml,-0.010730206969504556,0.003015087395906448,0.012437573638744653,-5.8659228185809625e-06,0.0,0.0,0.0,0.0,0.0
20,x0,vt,ml,-0.01073118251127501,0.003015150576829909,0.012433163006789979,-3.5231622556820483e-06,0.0,0.0,0.0,0.0,0.0
21,x0,vt,ml,-0.010736297968154151,0.0030165149768193577,0.012456364623891807,-2.1826333055892724e-05,0.0,0.0,0.0,0.0,0.0
22,x0,vt,ml,-0.010804634829595065,0.0030425050167832536,0.012497779718833044,-1.697560112612958e-05,0.0,0.0,0.0,0.0,0.0
23,x0,vt,ml,-0.010801858045160772,0.003041442368800445,0.012471096784186859,2.1668430417766393e-06,0.0,0.0,0.0,0.0,0.0
24,x0,vt,ml,-0.010803191670759894,0.0030424399173352907,0.012484687353717163,-8.03291137951162e-06,0.0,0.0,0.0,0.0,0.0
25,x0,vt,ml,-0.010798843787827844,0.0030337384187926865,0.01245502917096019,1.1465155985206955e-05,0.0,0.0,0.0,0.0,0.0
26,x0,vt,ml,0.0015494242069932285,0.002864470171431705,0.00037443514370048896,-6.504096090793367e-06,0.0,0.0,0.0,0.0,0.0
27,x0,vt,ml,0.0034731294587254527,0.0026587014241764954,-0.0014126381014163318,-1.3082381337872068e-06,0.0,0.0,0.0,0.0,0.0
28,x0,vt,ml,0.0034747737366706125,0.002657923555622501,-0.0013974656055991872,-1.3606951882442e-05,0.0,0.0,0.0,0.0,0.0
29,x0,vt,ml,0.00859642434554796,0.0028941344469785766,-0.006699208475959814,-9.524890532093717e-06,0.0,0.0,0.0,0.0,0.0
30,x0,vt,ml,0.005341253641139097,0.0028606794087681943,-0.0034220362404206216,1.9286165479593873e-06,0.0,0.0,0.0,0.0,0.0
31,x0,vt,ml,0.0053458794051160444,0.0028595690708607467,-0.0034146595854933127,-8.963464448849892e-06,0.0,0.0,0.0,0.0,0.0
32,x0,vt,ml,0.0034900446794927124,0.002524429842208823,-0.0013156392533953006,-2.810728425779556e-06,0.0,0.0,0.0,0.0,0.0
33,x0,vt,ml,0.0034971480164676903,0.0025258816654483486,-0.0013020104744161185,-1.663511618971679e-05,0.0,0.0,0.0,0.0,0.0
34,x0,vt,ml,-0.0015340951799104618,0.0018573596724309046,0.00447191379731521,-1.3159148705503207e-05,0.0,0.0,0.0,0.0,0.0
35,x0,vt,ml,-0.0015373718397070973,0.001863435428434364,0.004480565641230591,-2.461008882770864e-05,0.0,0.0,0.0,0.0,0.0
36,x0,vt,ml,0.0012356245785485954,0.00285741769669888,0.0006122584396507586,-2.257728095477439e-06,0.0,0.0,0.0,0.0,0.0
37,x0,vt,ml,0.00013839635881594996,0.0028263311076443666,0.001837052614040052,-1.9954654465739394e-05,0.0,0.0,0.0,0.0,0.0
38,x0,vt,ml,0.00013808626914396684,0.0028243241723006,0.0018197079755676285,-2.929909775663264e-07,0.0,0.0,0.0,0.0,0.0
39,x0,vt,ml,0.00013826174273465886,0.002824179233672721,0.0018192444128605214,1.400367667285865e-07,0.0,0.0,0.0,0.0,0.0
40,x0,vt,ml,0.00221181277418509,0.002816896301228553,-0.00022918031861384743,-1.7703330765166114e-05,0.0,0.0,0.0,0.0,0.0
41,x0,vt,ml,0.002207028709817676,0.002825180704239756,-0.0002499802255382136,-4.03762484588871e-07,0.0,0.0,0.0,0.0,0.0
42,x0,vt,ml,0.002206980281043796,0.0028253077987271044,-0.0002511710766702888,7.084229340171069e-07,0.0,0.0,0.0,0.0,0.0
43,x0,vt,ml,0.0013595647442465018,0.0028131172084249582,0.0005305015567379674,7.833493873479064e-07,0.0,0.0,0.0,0.0,0.0
44,x0,vt,ml,0.001359874998840192,0.0028138349228538596,0.0005314715354082476,-9.910808876165828e-07,0.0,0.0,0.0,0.0,0.0
45,x0,vt,ml,0.0013625465546889843,0.002813254962287225,0.0005501218826975656,-1.966176205314696e-05,0.0,0.0,0.0,0.0,0.0
46,x0,vt,ml,-0.0006893151393160226,0.0017687454159992446,0.0037199420986386623,-1.5237269302208548e-05,0.0,0.0,0.0,0.0,0.0
47,x0,vt,ml,0.0031305674525598675,0.002793109160847961,-0.0010871931848426659,5.930118883650665e-06,0.0,0.0,0.0,0.0,0.0
48,x0,vt,ml,-0.010576732546711962,0.0030221348752578116,0.0122913041509067,-1.901565119623999e-05,0.0,0.0,0.0,0.0,0.0
49,x0,vt,ml,0.009393854619314286,0.002880358779802926,-0.007489131103890656,-3.256869191926859e-06,0.0,0.0,0.0,0.0,0.0
50,x0,vt,ml,0.009393931763867547,0.00288035298697651,-0.007489205963599203,-3.2533612102248616e-06,0.0,0.0,0.0,0.0,0.0
51,x0,vt,ml,0.004476085655235997,0.0028925074784395635,-0.0025826577004045316,-4.110007236398858e-06,0.0,0.0,0.0,0.0,0.0
52,x0,vt,ml,0.0019580155564472078,0.0027374484553001834,2.679515862837262e-05,-9.217504411934696e-06,0.0,0.0,0.0,0.0,0.0
53,x0,vt,ml,0.004172726628991464,0.0022533186579433598,-0.0017298737812476857,-4.080872361858154e-06,0.0,0.0,0.0,0.0,0.0
54,x0,vt,ml,0.0034987627901136866,0.0026379134661207626,-0.0014167122589424268,-2.973523611823903e-06,0.0,0.0,0.0,0.0,0.0
55,x0,vt,ml,-0.0013426557191026716,0.001894269688054921,0.004241293382365256,-1.026236141721433e-05,0.0,0.0,0.0,0.0,0.0
56,x0,vt,ml,-0.0013509870984125894,0.0018883788341190683,0.004246883114877465,-1.7341688120101409e-06,0.0,0.0,0.0,0.0,0.0
57,x0,vt,ml,-0.0010771731752902277,0.0018506108333046247,0.004015230052173138,-5.814104030530537e-06,0.0,0.0,0.0,0.0,0.0
58,x0,vt,ml,-0.0010776671487838037,0.0018519507829720782,0.004014339397350946,-5.76942538221565e-06,0.0,0.0,0.0,0.0,0.0
59,x0,vt,ml,-0.0010740011216451733,0.0018411326454952377,0.004029478561133145,-1.3607467214266089e-05,0.0,0.0,0.0,0.0,0.0
60,x0,vt,ml,-0.0008192317214949687,0.0017705946116863467,0.003849590305471791,-1.7369432607665554e-05,0.0,0.0,0.0,0.0,0.0
61,x0,vt,ml,-0.0008163507313778,0.0017735974684668103,0.003829485734459011,-3.342423588037838e-06,0.0,0.0,0.0,0.0,0.0
62,x0,vt,ml,-0.0008162257354706534,0.0017775970891428516,0.0038343820076746234,-1.2095092485349401e-05,0.0,0.0,0.0,0.0,0.0
63,x0,vt,ml,-0.003379546296006691,0.00317746431178724,0.004964923442651828,-8.86630266904928e-06,0.0,0.0,0.0,0.0,0.0
64,x0,vt,ml,-0.0033808585605584096,0.00317689391396319,0.004962719033161798,-4.943143576381995e-06,0.0,0.0,0.0,0.0,0.0
65,x0,vt,ml,0.0031856230366975056,0.002648436178763711,-0.0010819540685042765,-1.5817669530709087e-05,0.0,0.0,0.0,0.0,0.0
66,x0,vt,ml,0.003186147799715399,0.0026485092875858174,-0.0010790988383814703,-1.8123382081588688e-05,0.0,0.0,0.0,0.0,0.0
67,x0,vt,ml,0.008465793260062741,0.002856926309565709,-0.006523631843738271,-1.7262299855549772e-05,0.0,0.0,0.0,0.0,0.0
68,x0,vt,ml,0.008465363675107565,0.0028606812811146232,-0.006543876334714406,-3.4319547315316e-07,0.0,0.0,0.0,0.0,0.0
69,x0,vt,ml,0.008466372260202974,0.0028600717242807197,-0.006548263745692884,3.6451872438203123e-06,0.0,0.0,0.0,0.0,0.0
70,x0,vt,ml,-0.009353789826855067,0.0031054572264353464,0.010981784380661944,-6.164604177077634e-06,0.0,0.0,0.0,0.0,0.0
71,x0,vt,ml,-0.0015472488120819139,0.001952595922630281,0.004396202759041141,-1.9530728459359048e-05,0.0,0.0,0.0,0.0,0.0
72,x0,vt,ml,-0.0015453772386535998,0.0019349252191993114,0.004396755070580789,-4.2988111575454485e-06,0.0,0.0,0.0,0.0,0.0
73,x0,vt,ml,-0.004503784388458977,0.003088204760570082,0.006180854861934977,-3.834596524636413e-06,0.0,0.0,0.0,0.0,0.0
74,x0,vt,ml,-0.002749062320217491,0.0031998275623967266,0.004304990757567185,-7.413482914366866e-06,0.0,0.0,0.0,0.0,0.0
75,x0,vt,ml,-0.002755362335592509,0.003196878507733347,0.004309721724130211,-3.0294898897397643e-06,0.0,0.0,0.0,0.0,0.0
76,x0,vt,ml,-0.002751428779835504,0.003198295518135032,0.004306810071381429,-5.5429091056170485e-06,0.0,0.0,0.0,0.0,0.0
77,x0,vt,ml,-0.002140924543685591,0.003225912330284096,0.0036574910266790528,1.6019714530555312e-06,0.0,0.0,0.0,0.0,0.0
78,x0,vt,ml,0.0016605453868396567,0.0028252718310492753,0.00022587141642967806,-6.306165208419187e-06,0.0,0.0,0.0,0.0,0.0
79,x0,vt,ml,0.0016644061566330488,0.002823783723482242,0.0002345171415557449,-1.6057953859367237e-05,0.0,0.0,0.0,0.0,0.0
80,x0,vt,ml,-0.0009596015140414247,0.0030661682249046897,0.00262081818267082,-9.321824957931463e-07,0.0,0.0,0.0,0.0,0.0
81,x0,vt,ml,-0.0009561231266707178,0.0030748743990746653,0.0026115373141753157,-3.5676546394827063e-06,0.0,0.0,0.0,0.0,0.0
82,x0,vt,ml,-0.0009494343617310127,0.003079745930153879,0.0026060545995521024,-9.078991909821678e-06,0.0,0.0,0.0,0.0,0.0
83,x0,vt,ml,-0.006489719071735938,0.003150918968021872,0.008105725094986456,-1.528931781649527e-05,0.0,0.0,0.0,0.0,0.0
84,x0,vt,ml,-0.006493221124013266,0.0031501581209401313,0.008105739840927223,-1.1443495750427558e-05,0.0,0.0,0.0,0.0,0.0
85,x0,vt,ml,-0.006490707167734703,0.003148287770648801,0.008114199323269225,-2.0427374790112085e-05,0.0,0.0,0.0,0.0,0.0
86,x0,vt,ml,0.0030481103116956833,0.002983443720731887,-0.001251333774998786,1.605168605844573e-06,0.0,0.0,0.0,0.0,0.0
87,x0,vt,ml,-0.0004650183425595369,0.0030697272586015386,0.0021304825996048735,-1.1838246136904387e-05,0.0,0.0,0.0,0.0,0.0
88,x0,vt,ml,-0.0035676753990507375,0.0031450863139859116,0.005181402825207136,-3.676293805861784e-06,0.0,0.0,0.0,0.0,0.0
89,x0,vt,ml,-0.0077236407125989585,0.003147504869848491,0.00931234261486679,4.774571085969237e-06,0.0,0.0,0.0,0.0,0.0
90,x0,vt,ml,0.0060140093447019665,0.002887988906974597,-0.004108055064765121,-1.2117760876811934e-05,0.0,0.0,0.0,0.0,0.0
