num,feature,contribution,model,x0,v0,t,rand,alpha,beta,gamma,delta,omega
0,x0,xt,ml,0.9485023527964948,-0.0021305324758093594,-0.006086356677114865,0.00018918885538998786,0.0,0.0,0.0,0.0,0.0
1,x0,xt,ml,0.977427596449852,-0.00535148660341897,0.09350949476162569,-3.1379908323136974e-05,0.0,0.0,0.0,0.0,0.0
2,x0,xt,ml,0.9607960946237046,-0.006997942564388217,0.04704066811750317,-0.0003423499936854313,0.0,0.0,0.0,0.0,0.0
3,x0,xt,ml,0.9545187478512525,-0.00607712857425226,0.02565266214311128,0.0001732840389014889,0.0,0.0,0.0,0.0,0.0
4,x0,xt,ml,0.9371487797920902,-0.005887642664214126,-0.026486112810671425,0.0005129798129204222,0.0,0.0,0.0,0.0,0.0
5,x0,xt,ml,0.9726970264563957,-0.006149293656150703,0.07979671937723956,2.613681058116768e-05,0.0,0.0,0.0,0.0,0.0
6,x0,xt,ml,0.9609143300230301,-0.006514366380870308,0.04562946323305371,-0.0007302947963274686,0.0,0.0,0.0,0.0,0.0
7,x0,xt,ml,0.9529509408151111,-0.006815452314913522,0.023230754223962563,-0.0005967289085188066,0.0,0.0,0.0,0.0,0.0
8,x0,xt,ml,0.9129726133495568,-0.0039068606744210406,-0.11406232776741183,0.0004037742068371264,0.0,0.0,0.0,0.0,0.0
9,x0,xt,ml,0.9312021076306701,-0.003609183592100993,-0.06087611589580777,0.0014053753887612874,0.0,0.0,0.0,0.0,0.0
10,x0,xt,ml,-1.0257557171365859,-0.010452544561898007,0.005186857255175731,-7.199105806710016e-05,0.0,0.0,0.0,0.0,0.0
11,x0,xt,ml,-1.0441378830000752,-0.010378732196986885,0.023242697877188398,0.0001805218184982582,0.0,0.0,0.0,0.0,0.0
12,x0,xt,ml,-0.9759666750735283,-0.009523757208759916,-0.04562644406221811,2.3480843130974094e-05,0.0,0.0,0.0,0.0,0.0
13,x0,xt,ml,-0.9784736430769158,-0.009351527082423651,-0.04356181155890225,0.00029358621686648156,0.0,0.0,0.0,0.0,0.0
14,x0,xt,ml,0.9417309187352654,-0.013289572323362028,-0.04923852369189278,-6.689292689121551e-05,0.0,0.0,0.0,0.0,0.0
15,x0,xt,ml,0.965200490330656,-0.014660254816214437,0.014238457654913453,0.00026672244071990203,0.0,0.0,0.0,0.0,0.0
16,x0,xt,ml,-1.0368025633071851,-0.015369864888489508,0.02109510596841578,-1.607327411634607e-05,0.0,0.0,0.0,0.0,0.0
17,x0,xt,ml,-0.9858149740720781,-0.01458292714009713,-0.030717997811734704,2.2503522534744747e-05,0.0,0.0,0.0,0.0,0.0
18,x0,xt,ml,-0.9738916501402843,-0.014699914902448848,-0.042481648623943616,-2.0181834698540513e-05,0.0,0.0,0.0,0.0,0.0
19,x0,xt,ml,-0.9806802959491804,-0.014786844775080861,-0.03562031658987205,-5.938187241927295e-06,0.0,0.0,0.0,0.0,0.0
20,x0,xt,ml,0.9722212157770989,-0.005425007753073899,0.08306304013977432,-0.002580403598646308,0.0,0.0,0.0,0.0,0.0
21,x0,xt,ml,0.9772284103681644,-0.004831944033503469,0.09524040537575842,-2.8909370302976356e-05,0.0,0.0,0.0,0.0,0.0
22,x0,xt,ml,0.9685209797571103,-0.00616023289660635,0.0691465640316407,-0.000361893946925651,0.0,0.0,0.0,0.0,0.0
23,x0,xt,ml,0.942525806513925,-0.0027882775540152257,-0.01866023208945989,0.0025138035540781534,0.0,0.0,0.0,0.0,0.0
24,x0,xt,ml,0.9197775430977344,-0.004674725855390158,-0.08529285401105895,-2.7811800440091794e-05,0.0,0.0,0.0,0.0,0.0
25,x0,xt,ml,0.940503084398806,-0.003712174134949855,-0.017432196848094425,0.0004239482308426856,0.0,0.0,0.0,0.0,0.0
26,x0,xt,ml,0.9473956269398331,-0.0072876466189822735,0.009204973367353209,-0.0015639119222758957,0.0,0.0,0.0,0.0,0.0
27,x0,xt,ml,0.9562326329573988,-0.014961194731295327,-0.009042771893242943,-0.0006699746226268566,0.0,0.0,0.0,0.0,0.0
28,x0,xt,ml,0.9649936226382853,-0.014656425652404633,0.01887591196844965,-0.00033535310377674765,0.0,0.0,0.0,0.0,0.0
29,x0,xt,ml,0.9842859065284331,-0.014686960726976556,0.08114054339627433,-0.00021493330597865956,0.0,0.0,0.0,0.0,0.0
30,x0,xt,ml,0.9723367780943714,-0.015140359724561767,0.047772042602300585,0.000225570475061998,0.0,0.0,0.0,0.0,0.0
31,x0,xt,ml,0.9355835552886128,-0.013250197383264738,-0.06828883043179919,0.00036548831810567783,0.0,0.0,0.0,0.0,0.0
32,x0,xt,ml,0.9650482073177896,-0.014114751915137213,0.014194759304324775,0.0005226648847261872,0.0,0.0,0.0,0.0,0.0
33,x0,xt,ml,-1.0143384503697348,-0.005330632838110279,-0.011169309752683113,-0.00025500254084720453,0.0,0.0,0.0,0.0,0.0
34,x0,xt,ml,-1.0464220145096375,-0.005593086257577038,0.021155953829486984,-0.00023424856364773206,0.0,0.0,0.0,0.0,0.0
35,x0,xt,ml,-1.0411469586193554,-0.005629771053791327,0.015747320701678558,-6.398652990702303e-05,0.0,0.0,0.0,0.0,0.0
36,x0,xt,ml,-0.9836768297602725,-0.005140713031093468,-0.04224451921880254,-3.133349120676421e-05,0.0,0.0,0.0,0.0,0.0
37,x0,xt,ml,-0.9788587279741958,-0.005217406687637271,-0.046983338259160526,-3.392258038159568e-05,0.0,0.0,0.0,0.0,0.0
38,x0,xt,ml,-0.9963693756113444,-0.005384145999948323,-0.029474942510326757,0.00013506862024414978,0.0,0.0,0.0,0.0,0.0
39,x0,xt,ml,-1.005238848390678,-0.015181460541983612,-0.010510909818112785,-0.0001621767506008176,0.0,0.0,0.0,0.0,0.0
40,x0,xt,ml,-1.0148454289759192,-0.01528037800143178,-0.000896979781488616,-7.060874253572713e-05,0.0,0.0,0.0,0.0,0.0
41,x0,xt,ml,-1.0404791033764673,-0.01567882967491967,0.025076220383246778,-1.1682833235049372e-05,0.0,0.0,0.0,0.0,0.0
42,x0,xt,ml,-0.9929145543898139,-0.014842107407748894,-0.023241972737014185,-9.476096679827961e-05,0.0,0.0,0.0,0.0,0.0
43,x0,xt,ml,-0.9696176662420223,-0.014656841643155127,-0.046748922305802534,-6.996531039527021e-05,0.0,0.0,0.0,0.0,0.0
44,x0,xt,ml,-0.9723457051937773,-0.014819183163345061,-0.043905385298033534,-2.3121846219442688e-05,0.0,0.0,0.0,0.0,0.0
45,x0,xt,ml,-1.0030081973721579,-0.01539401854078014,-0.01261159074803167,-7.958884040548675e-05,0.0,0.0,0.0,0.0,0.0
46,x0,xt,ml,0.9455313310523825,-0.0041573141763608015,-0.008687643259763844,-0.0006405927489196994,0.0,0.0,0.0,0.0,0.0
47,x0,xt,ml,0.9556928239514428,-0.003526089141766069,0.020776037201285305,0.0012839046617350025,0.0,0.0,0.0,0.0,0.0
48,x0,xt,ml,0.9687266729027032,-0.0046252344548700815,0.06367221581439157,0.0005687946577868086,0.0,0.0,0.0,0.0,0.0
49,x0,xt,ml,0.9619970575968424,-0.0050128144770860165,0.04848278840382875,0.00014387480914601625,0.0,0.0,0.0,0.0,0.0
50,x0,xt,ml,-1.032949967545767,-0.005073188853760978,0.006882102725406583,4.765817274599016e-05,0.0,0.0,0.0,0.0,0.0
51,x0,xt,ml,-1.050603486696878,-0.00528057682017513,0.02479529321193691,-4.625196258878361e-06,0.0,0.0,0.0,0.0,0.0
52,x0,xt,ml,-1.0204875119899706,-0.005131267396112399,-0.005440886256595376,-3.372985869698475e-05,0.0,0.0,0.0,0.0,0.0
53,x0,xt,ml,-0.9843236139789217,-0.004962638405462296,-0.041726315158108915,-8.082795888242345e-05,0.0,0.0,0.0,0.0,0.0
54,x0,xt,ml,0.9617922498161592,-0.004180207985142916,0.06353148146222046,-0.000571970331171956,0.0,0.0,0.0,0.0,0.0
55,x0,xt,ml,0.9482469702884553,-0.005320625839133949,0.010334483496844724,0.00016549662997333847,0.0,0.0,0.0,0.0,0.0
56,x0,xt,ml,0.9235253372540074,-0.005177892744541184,-0.06337033651769172,-0.0001546280582742643,0.0,0.0,0.0,0.0,0.0
57,x0,xt,ml,0.90625629696995,-0.004255924634635509,-0.11246438961476071,-7.530059665439293e-05,0.0,0.0,0.0,0.0,0.0
58,x0,xt,ml,0.9082717304428415,-0.003998869036634753,-0.10642423535386711,0.00026974993447481665,0.0,0.0,0.0,0.0,0.0
59,x0,xt,ml,0.9275006108855205,-0.004673518675069045,-0.042007248414059443,-0.00046672755231436103,0.0,0.0,0.0,0.0,0.0
60,x0,xt,ml,-1.002028508335351,-0.015028707732757234,-0.014044824490944574,8.645057677725276e-06,0.0,0.0,0.0,0.0,0.0
61,x0,xt,ml,-0.9934869513660661,-0.014979528511564243,-0.022664345378677037,3.742975493215006e-05,0.0,0.0,0.0,0.0,0.0
62,x0,xt,ml,-1.0033588823924455,-0.01552804306149515,-0.01213569931685915,-7.077073057537575e-05,0.0,0.0,0.0,0.0,0.0
63,x0,xt,ml,-0.8025001207366586,-0.2448476110274587,0.016309465381006277,-5.5129118264218846e-05,0.0,0.0,0.0,0.0,0.0
64,x0,xt,ml,-0.7464121433844166,-0.22429740992685124,-0.06029121421277532,-9.262797733211592e-05,0.0,0.0,0.0,0.0,0.0
65,x0,xt,ml,0.9806000500917431,-0.013626045162478954,0.06458126495281824,-0.00010932631790594449,0.0,0.0,0.0,0.0,0.0
66,x0,xt,ml,0.9877724968641997,-0.015499724273880406,0.09294241709013765,-0.00012647725641712348,0.0,0.0,0.0,0.0,0.0
67,x0,xt,ml,0.9240885393694044,-0.014748826362192682,-0.10123618534455692,-0.00037032642712209185,0.0,0.0,0.0,0.0,0.0
68,x0,xt,ml,-1.0103143377974622,-0.016168097468714192,-0.004585594323774242,-2.5365911424657384e-05,0.0,0.0,0.0,0.0,0.0
69,x0,xt,ml,-0.9883106902365875,-0.015724239212771562,-0.02698656152933844,-7.190452267757941e-05,0.0,0.0,0.0,0.0,0.0
70,x0,xt,ml,-0.9755308241521311,-0.015550338017444192,-0.040013844656447625,1.6113246477100773e-06,0.0,0.0,0.0,0.0,0.0
71,x0,xt,ml,-0.9675132161006323,-0.015479326906303882,-0.04806146419296663,-3.9388301472431664e-05,0.0,0.0,0.0,0.0,0.0
72,x0,xt,ml,0.9625946953644353,-0.003916798979043954,0.041877712483207416,9.166106581703914e-05,0.0,0.0,0.0,0.0,0.0
73,x0,xt,ml,0.9773913811147211,-0.005462905714909191,0.09294750814636532,-2.282867828973245e-05,0.0,0.0,0.0,0.0,0.0
74,x0,xt,ml,0.9102652173365156,-0.004365693864723083,-0.11736243008325502,0.00033016489197812415,0.0,0.0,0.0,0.0,0.0
75,x0,xt,ml,0.9147188384830951,-0.0054863772541287326,-0.10308910503983494,-0.00021492399275280238,0.0,0.0,0.0,0.0,0.0
76,x0,xt,ml,0.9542416424428423,-0.005278730504214866,0.01403743673115962,-9.81968765455532e-05,0.0,0.0,0.0,0.0,0.0
77,x0,xt,ml,0.7905749345322446,0.14118384113535296,-0.007647618098805473,0.0004561477278672843,0.0,0.0,0.0,0.0,0.0
78,x0,xt,ml,0.8179253017778199,0.14712289921318494,0.08373519869521244,-3.4942999482145964e-05,0.0,0.0,0.0,0.0,0.0
79,x0,xt,ml,0.8236626522429288,0.14785234440118056,0.09605054762214416,-5.163805559260659e-05,0.0,0.0,0.0,0.0,0.0
80,x0,xt,ml,0.7717939905822275,0.135552092747142,-0.07913143442943707,-0.0018156571065384153,0.0,0.0,0.0,0.0,0.0
81,x0,xt,ml,0.7688959601707757,0.1357930833970508,-0.09166663007189858,0.00028185507282629807,0.0,0.0,0.0,0.0,0.0
82,x0,xt,ml,-1.025886691461006,-0.005094876065850465,5.982374151554393e-05,-0.0001716517160341713,0.0,0.0,0.0,0.0,0.0
83,x0,xt,ml,-1.051736196813483,-0.005383230708539862,0.026156325799723296,-0.00013029377907547435,0.0,0.0,0.0,0.0,0.0
84,x0,xt,ml,-1.0473520784949253,-0.005389893737932387,0.021746506653726044,-9.792992224366692e-05,0.0,0.0,0.0,0.0,0.0
85,x0,xt,ml,-0.9966296988974007,-0.004905442918340702,-0.029409743770956884,-0.00014850991467696417,0.0,0.0,0.0,0.0,0.0
86,x0,xt,ml,-0.9855024317155273,-0.004872712492943166,-0.040669016465544605,-4.923482736018947e-05,0.0,0.0,0.0,0.0,0.0
