,xt_x0,xt_v0,xt_t,vt_x0,vt_v0,vt_t,x0,v0,t,explainer
0,-0.0008617315578528257,-0.015939744090956408,-0.7260012477928653,-0.025297925616128238,0.006302904325494005,-0.8534299936266994,0.6596292497768395,0.43177143064415846,0.5050505050505051,kernel
1,-0.0022630069435322156,-0.029390520581879433,0.5334205301495548,0.008777434733144029,0.015567734725378746,0.7569147111307548,0.2982749295736867,0.112242065192173,0.8484848484848485,kernel
2,0.05255672955475445,0.02278907769636225,-0.027033713024053885,0.050339328754480966,0.05629166897017423,-0.768049475971359,0.9552351159670998,0.09702744353817572,0.13131313131313133,kernel
3,-0.029016914509012556,-0.004120804111757241,-0.6042109696652355,-0.046625218769779264,-0.0025637173092351584,-0.9068506852427931,0.9743488169346084,0.8604954026734201,0.9797979797979799,kernel
4,-0.03014090715786745,-0.0039571588584403905,0.32108794026652787,-0.04610553067858457,-0.003000277370307884,0.9587002125652532,0.9812999600056385,0.9671236587814639,0.8989898989898991,kernel
5,0.00757648983387153,-0.02384373478834686,-0.09111700684469848,-0.02943428788975648,0.012995804258683153,1.0019204528832504,0.6351779967522099,0.2042698603082147,0.31313131313131315,kernel
6,0.0017649232106133382,-0.006524293437274129,-0.35139173969615584,-0.006327384342777974,-0.0003323552659119638,-1.0608001808083871,0.48625877358643627,0.717237473296741,0.8181818181818182,kernel
7,-0.0076476775129921334,-0.026693332910682974,0.4438523844828899,-0.0371454849897252,0.015243973799707844,0.8670856473818879,0.7377822726454621,0.04984551716929242,0.42424242424242425,kernel
8,-0.8883277768000634,-0.009563117874077154,-1.04858416111282,0.01452494228993359,0.12035329758281683,0.02072960637252444,0.0401095102811902,0.5533999015818509,0.0,kernel
9,-0.0036489135113734264,-0.031527129722329225,-0.9955379411408313,0.0026365357814039526,0.016959206175103225,-0.1695211891059294,0.3715697226697881,0.06119203399537465,0.8282828282828284,kernel
10,-0.011116322142836976,-0.00994111112497805,-0.766812081883495,-0.04190162924387086,0.004079216333457123,-0.7873466072413436,0.8361317520310385,0.5320179448393072,0.7171717171717172,kernel
