,xt_x0,xt_v0,xt_t,xt_gamma,vt_x0,vt_v0,vt_t,vt_gamma,x0,v0,t,gamma,explainer
0,0.009999222571136945,-0.014574829754940843,-1.3738530623046565,0.0,-0.03213491189768174,0.0022688772464181384,-0.26700423311943616,0.0,0.6596292497768395,0.43177143064415846,0.5050505050505051,0.797979797979798,kernel
1,0.006960693460103473,-0.024426828687836966,1.1393760373999757,0.0,-0.004679320811718665,-0.0023775315818906906,0.35931430673081644,0.0,0.2982749295736867,0.112242065192173,0.8484848484848485,0.787878787878788,kernel
2,-0.051523928453406254,-0.053423233107124046,-1.2309009194274068,0.0,-0.18900792084544538,0.04154831080523458,-0.8614353544186858,0.0,0.9552351159670998,0.09702744353817572,0.13131313131313133,0.5858585858585859,kernel
3,-0.009358372682480742,0.0012573934998316716,-1.3176395024021539,0.0,-0.06107141382600623,0.0017586833139045521,-0.5239454315530105,0.0,0.9743488169346084,0.8604954026734201,0.9797979797979799,0.9292929292929294,kernel
4,-0.010797886674009965,0.0035406973284285437,0.9834585203783589,0.0,-0.06247153743040873,0.0008290123045832098,0.8916734202883561,0.0,0.9812999600056385,0.9671236587814639,0.8989898989898991,0.04040404040404041,kernel
5,0.008412707932119692,-0.026047351506889527,0.5384748876419968,0.0,-0.03365387139125703,-0.004518180656019832,1.2766630708158453,0.0,0.6351779967522099,0.2042698603082147,0.31313131313131315,0.32323232323232326,kernel
6,0.009822764558767128,-0.006226632779699481,-1.0865113300787508,0.0,-0.017655106026650935,0.0017178689687187276,-1.0539952184629209,0.0,0.48625877358643627,0.717237473296741,0.8181818181818182,0.36363636363636365,kernel
7,0.006653172628012349,-0.02484442589896274,1.0850807422947735,0.0,-0.0441051032812249,0.002697767148604313,0.6392974099986342,0.0,0.7377822726454621,0.04984551716929242,0.42424242424242425,0.7171717171717172,kernel
8,-0.8817879606511934,-0.00866750708398678,-1.0723607061115117,0.0,0.021225062579578235,0.1170552222514782,0.060219192443495675,0.0,0.0401095102811902,0.5533999015818509,0.0,0.08080808080808081,kernel
9,0.009700377024479234,-0.02602218847637705,-1.1421670461834617,0.0,-0.00853118284706808,0.00019528279257907677,0.9287067478250216,0.0,0.3715697226697881,0.06119203399537465,0.8282828282828284,0.3535353535353536,kernel
10,0.002576279610740362,-0.009591865853344927,-1.3856347629277401,0.0,-0.05090368357817498,0.0017590547147858376,-0.11910771229503975,0.0,0.8361317520310385,0.5320179448393072,0.7171717171717172,0.12121212121212122,kernel
11,0.008550099114750187,-0.020837608835173382,-0.750666835278146,0.0,-0.03828817180646765,-0.0050998240967052855,1.2420263137407466,0.0,0.7005698684577096,0.2560741309197724,0.30303030303030304,0.31313131313131315,kernel
12,0.005103986423007134,-0.01434738371750277,-0.4936394998781336,0.0,-0.0024686961965826315,-0.002801857049572809,-1.3167938043456688,0.0,0.27819914320872263,0.48123252343176004,0.9191919191919192,0.5858585858585859,kernel
13,-0.04401651161604277,-0.01608377486394051,-0.023020440324417822,0.0,-0.002747979320093241,0.09150169885316284,-1.2023812882578657,0.0,0.4622264833734991,0.6331327659004957,0.12121212121212122,0.5656565656565657,kernel
14,-0.0007162380717851968,-0.022138803495001136,-0.4819973769282987,0.0,-0.05651198872165708,0.0065729903193789685,-1.2750432712339252,0.0,0.9082416977974888,0.03180860245621003,0.9191919191919192,0.08080808080808081,kernel
15,0.006838536422655583,0.0006654810052780236,-0.6744973734768022,0.0,-0.04197897215772978,0.0007407802518178963,-1.2617903894200067,0.0,0.6857177469609415,0.9102260070338637,0.4444444444444445,0.010101010101010102,kernel
16,0.011054321343293955,-0.018326151669737778,-0.4972055806870772,0.0,0.02591508762481287,-0.0007742589877328676,-1.3497995492467674,0.0,0.017466350203442504,0.1923633997540687,0.9191919191919192,0.4444444444444445,kernel
17,0.0008567084039597939,-0.009486397216864728,-0.34680213483387373,0.0,-0.05330789579229617,0.002852260013451624,-1.2761357058213212,0.0,0.8840357696690182,0.5111577768464035,0.494949494949495,0.29292929292929293,kernel
18,0.0023308405594613113,-0.019604292771653542,-1.3612344389566862,0.0,-0.0514177529245735,0.003444726364120465,-0.25007764969708224,0.0,0.8709850228733047,0.1585808377161212,0.5050505050505051,0.7070707070707072,kernel
19,-0.0054756592714689245,0.0039065396081079395,-1.3785295493977126,0.0,-0.06119708664071083,-0.0001364281880180951,-0.2435911155675545,0.0,0.8984955962320003,0.9944300946513348,0.5050505050505051,0.6262626262626263,kernel
20,0.004600853966503338,-0.00856921478811501,-1.2048435740581276,0.0,0.01775982885316954,-0.0007072426124380415,0.823412388310733,0.0,0.08003495185578796,0.5600166829056852,0.6161616161616162,0.21212121212121213,kernel
21,-0.045505501574035906,0.37873763666097066,0.4272010005796531,0.0,0.6398204862328206,0.03859140194675259,1.0242595438017543,0.0,0.2576768809861596,0.8427384934172062,0.010101010101010102,0.7171717171717172,kernel
22,0.003676554107204133,0.00031708374243788473,0.7589397158771815,0.0,-0.04990881272980585,0.0015600835085494147,-1.062613346399886,0.0,0.7699530329845758,0.8574965611050291,0.9090909090909092,0.4444444444444445,kernel
23,-0.006825002916465914,-0.0646535065005853,0.41643412710386524,0.0,-0.0005481244607396518,0.05059747549784077,-1.149792161956011,0.0,0.5519923235469636,0.05883182706779705,0.17171717171717174,0.4141414141414142,kernel
24,0.0012894405865430609,-0.001965798422282788,-0.006835956246195535,0.0,0.005841248049460901,0.0015990096827670497,1.2919341064995333,0.0,0.17654612819369903,0.7586367730912966,0.6262626262626263,0.5858585858585859,kernel
25,-0.16510936728754982,-0.04111371229341987,-0.9969664247326567,0.0,0.13710928226182711,-0.2056523381729891,-0.717608714504542,0.0,0.7083903868124556,0.5869877958800697,0.030303030303030304,0.10101010101010102,kernel
26,0.13115886333961724,-0.0021834536976058083,0.14396743390298486,0.0,0.33404913123250357,-0.07511038811496729,-1.0904888488526299,0.0,0.9944526121364243,0.4384513440534268,0.07070707070707072,0.9797979797979799,kernel
27,0.009959149326079816,-0.006222098690440103,-0.43486247138957296,0.0,-0.01783713215236804,0.001697411117461467,-1.312914169380356,0.0,0.48625877358643627,0.717237473296741,0.7070707070707072,0.36363636363636365,kernel
28,-0.049444946460498795,0.032431539145353905,-0.84339882586736,0.0,-0.08037170426005619,0.06828292385671353,1.3281853604262013,0.0,0.7911620689768849,0.4830282418318997,0.09090909090909091,0.3535353535353536,kernel
29,0.005945105598898381,-0.0047399453104537415,-1.3796786395658318,0.0,-0.04620682900468495,0.004100296735957132,0.31018308942515527,0.0,0.771494580376082,0.6660948550474957,0.4545454545454546,0.7676767676767677,kernel
30,0.006158902189118132,-0.009217619041390734,-1.1574273148600593,0.0,-0.008096545531056348,-0.0019990370463833784,0.9245844778366332,0.0,0.3395047196428406,0.6638438794718997,0.8282828282828284,0.595959595959596,kernel
31,0.00854099497352706,-0.011554718593239977,-1.288763643218454,0.0,-0.03676158419155867,0.0020665639662041935,-0.6621002103451198,0.0,0.6863216788156372,0.5242414903364342,0.7676767676767677,0.08080808080808081,kernel
32,0.0029182770466647055,-0.004216506200532058,-0.045706188342486784,0.0,-0.05136784187522414,0.0022275012007132444,-1.2741772977093433,0.0,0.810104520859297,0.6900972725272397,0.5454545454545455,0.494949494949495,kernel
