,xt_x0,xt_v0,xt_t,xt_rand,vt_x0,vt_v0,vt_t,vt_rand,x0,v0,t,rand,alpha,beta,gamma,delta,omega
24,193332298145802.56,-294390654671558.3,5934959104979.211,3192310984241.0576,-2.511466296446503e+28,3.102931004056637e+28,-2.904956976639987e+25,-5.712872970687741e+26,0.23830025370832136,0.8918023442676006,0.6666666666666667,0.10862958511637749,0.5,-0.2,0.37,0.3,1.2
25,34740101504126.234,-299900378477900.25,6638729252735.247,-9455432541328.617,-4.92665684105156e+27,3.116565452509966e+28,-8.651212906630717e+26,-1.0953173134764135e+27,0.2395546576593442,0.8700872514498313,0.5454545454545455,0.797534854681939,0.5,-0.2,0.37,0.3,1.2
26,35795495756113.36,-76769938297874.61,-7861478139232.142,-5974757153954.285,-4.5694589485876803e+27,5.486250106188655e+27,2.1334325314925136e+27,4.039799420219107e+26,0.26638343590243696,0.66972486428962,0.5353535353535354,0.5443615841433365,0.5,-0.2,0.37,0.3,1.2
27,39232890148522.586,-282966707615403.44,3674251344163.2036,-5001621100016.498,-5.48895052990203e+27,3.0299102304059137e+28,-1.4374570616418952e+26,2.9396664358026906e+26,0.27136337771491337,0.755016139552997,0.4545454545454546,0.506967370939526,0.5,-0.2,0.37,0.3,1.2
28,46873461549377.39,-298089882804535.5,-680277257716.0109,-7367089111296.958,-6.363975176497644e+27,3.089781061852426e+28,7.731511376217262e+25,-9.17095087810688e+26,0.2737528107447568,0.8741728998203406,0.797979797979798,0.6932176222295438,0.5,-0.2,0.37,0.3,1.2
29,36084224616620.29,-79329111170679.36,1108239484549.408,813345694993.8788,-4.9109163089465544e+27,6.41567140187362e+27,7.471147930984432e+26,-4.210256672711215e+26,0.3151068462467508,0.48638998161057656,0.33333333333333337,0.5533203978611451,0.5,-0.2,0.37,0.3,1.2
30,31681856162344.54,273891269515157.44,216158078051.80447,-7615578866329.181,-4.5936192858386345e+27,-2.646135707399856e+28,-8.539237860621507e+26,-3.672865120698685e+26,0.315232057917591,0.10660401066045916,0.8585858585858587,0.6996853650159583,0.5,-0.2,0.37,0.3,1.2
31,37844358996985.37,-290946063078415.4,3373497201107.857,-6710334265608.326,-5.597241078535884e+27,3.000218527972823e+28,3.880768868905575e+26,7.592221474383545e+26,0.3314427392882169,0.7181772733759362,0.6464646464646465,0.1457235680366858,0.5,-0.2,0.37,0.3,1.2
32,24361755430527.805,86537186768454.38,-6687876744693.102,-15928944074067.371,-5.646510260002864e+27,-1.0470344551518264e+28,6.10878211328317e+26,1.340824202843515e+27,0.35166664236291834,0.36677021953894456,0.5555555555555556,0.6122958568976175,0.5,-0.2,0.37,0.3,1.2
33,34457604652173.363,-284669491060133.3,3092040361313.4043,5361951031718.651,-5.872245878130689e+27,3.2184872669284475e+28,6.25859267718376e+26,9.975124246827603e+26,0.35860171318891865,0.8407863931737927,0.6363636363636365,0.6700713667444087,0.5,-0.2,0.37,0.3,1.2
34,38809288534439.88,-285449798868546.9,-1324741746853.16,-501274328909.483,-4.8276158948906453e+27,3.010169623984665e+28,-9.019126699903283e+26,-1.6775313521053567e+27,0.35937230017747435,0.9354326432057172,0.3535353535353536,0.5801846366302521,0.5,-0.2,0.37,0.3,1.2
35,36232793274326.734,-287219250894089.56,4930084023391.442,-2106149616229.7493,-4.770278723407599e+27,2.939691481600716e+28,-5.855980226963583e+26,-4.631210694667896e+26,0.3935012235456602,0.7610261527990956,0.8484848484848485,0.027155896775760302,0.5,-0.2,0.37,0.3,1.2
36,27517627663566.414,276451838758671.56,4165663087008.0786,-2170385240139.727,-4.073498951776192e+27,-2.586200686301062e+28,3.498441675452955e+26,-6.966053306235245e+26,0.3942730135696773,0.16205101258440602,0.04040404040404041,0.5102141981649565,0.5,-0.2,0.37,0.3,1.2
37,28806276609955.543,78779294221841.95,-6696298126343.466,-10271189655973.29,-4.415290763135272e+27,-9.335767468123364e+27,7.668035162765521e+26,1.49459492604511e+26,0.4183316800446086,0.3209920657620852,0.020202020202020204,0.5320869861868046,0.5,-0.2,0.37,0.3,1.2
38,25567514654525.56,273152216289735.56,9991293416914.63,-7580336303422.96,-4.3706494684026676e+27,-2.840436233405106e+28,-1.405217421508529e+27,5.0638420627820325e+26,0.4189074967270023,0.12304390847414648,0.9393939393939394,0.2309779599187028,0.5,-0.2,0.37,0.3,1.2
39,27511835450184.03,84111073050545.22,-2893575104772.8643,4430373794035.226,-3.181979771314985e+27,-9.412195649560145e+27,9.025133072482842e+26,-3.0020823486172796e+26,0.4295327701431379,0.47705598967117174,0.19191919191919193,0.6137185228421029,0.5,-0.2,0.37,0.3,1.2
40,33839415235318.332,89331286386306.67,2216096613617.457,-5206092478018.988,-4.349260136217764e+27,-9.115904467665163e+27,-2.825517671189738e+26,3.331167521183483e+26,0.4605850017192565,0.29415530925861044,0.3535353535353536,0.040349630109017987,0.5,-0.2,0.37,0.3,1.2
41,29151149776905.035,272204043949221.12,-888712193465.9414,1971478139486.8433,-4.829722437094105e+27,-2.5286549830075353e+28,1.1734467880594983e+26,9.231372911944545e+26,0.4657915822910054,0.062435576997452225,0.6060606060606061,0.3331477680412417,0.5,-0.2,0.37,0.3,1.2
42,27787889610140.086,-78458173855846.44,-3740413164899.0527,6417047776346.263,-5.405185969325173e+27,4.862819835289755e+27,2.9598013782951792e+26,-1.6834114652299917e+27,0.48244940428236954,0.6011902187607682,0.36363636363636365,0.7342984434796563,0.5,-0.2,0.37,0.3,1.2
43,30255373923112.45,-64521738527480.984,3751806622988.673,7186926485690.37,-4.2634096261572175e+27,6.454613249295397e+27,4.767026517042699e+26,-5.5767732901665314e+26,0.48541952019053736,0.6318052928557021,0.5050505050505051,0.17073498615418198,0.5,-0.2,0.37,0.3,1.2
44,30709483561681.316,272333876455136.47,-4750117263732.755,4976690617506.953,-4.18728325840206e+27,-2.7623806990924645e+28,1.3977053367806176e+27,-7.357446344363691e+26,0.5261021808923669,0.23865964043753335,0.23232323232323235,0.4810547718995301,0.5,-0.2,0.37,0.3,1.2
45,31841575175946.77,276706688577933.2,-3189242315134.966,-4548463371525.745,-3.905234905902295e+27,-2.6137572357189362e+28,-3.241253222079201e+26,-9.253542743658201e+26,0.5288346693925853,0.2581651495343566,0.7777777777777778,0.803928366984203,0.5,-0.2,0.37,0.3,1.2
46,44105530335127.75,278533378452843.66,-5135520627126.52,-7320299154514.276,-4.375841204058094e+27,-2.7206520422717106e+28,-9.464826629054819e+26,-1.5033918647234015e+27,0.5298379487940962,0.22928266101715572,0.13131313131313133,0.24229340909587227,0.5,-0.2,0.37,0.3,1.2
47,33693429109428.74,80536758526535.5,3566208866853.988,-7900671167088.535,-3.804926265273374e+27,-9.610617892190294e+27,1.2581845365656929e+27,-3.311754305655697e+26,0.5421141442659483,0.35484244450091323,0.29292929292929293,0.13747938631734158,0.5,-0.2,0.37,0.3,1.2
48,42099675699977.85,282082268835181.6,4708901942271.936,4719403142142.145,-5.047371191348083e+27,-2.681235026474257e+28,7.47983103101074e+26,6.984393897816415e+26,0.5492638380340178,0.08901342928320749,0.8686868686868687,0.22552859248130425,0.5,-0.2,0.37,0.3,1.2
49,41196169237343.516,-72239555579569.31,5564178567096.997,-951032099509.5759,-6.240114531995336e+27,5.42243319794597e+27,-5.436202926198049e+26,1.1055606067027939e+27,0.551053295269005,0.5692666853664463,0.29292929292929293,0.04634894455570804,0.5,-0.2,0.37,0.3,1.2
50,-49067183695486.96,-283749842244224.2,863075905189.0728,2341662317049.883,4.7329195855873725e+27,3.17694230845508e+28,9.430666811118205e+26,5.7168969081395116e+26,0.5515842599617635,0.7405262510311926,0.30303030303030304,0.18086674596618368,0.5,-0.2,0.37,0.3,1.2
51,-45636869006629.99,-63306610977516.57,-3991089886518.1934,10732087502374.89,3.4288900800416077e+27,5.255569444934189e+27,2.4397429035363596e+26,-3.108493069886675e+26,0.5541745867661518,0.48922733285768244,0.24242424242424243,0.3735275487332036,0.5,-0.2,0.37,0.3,1.2
52,-44208428183116.1,87939312784609.27,-2715856641105.0186,12565497912428.738,4.319216831935655e+27,-1.0018304852727518e+28,-9.027110972767302e+26,8.337475617820859e+26,0.5576393562949337,0.37262288751975425,0.48484848484848486,0.570377380391174,0.5,-0.2,0.37,0.3,1.2
53,-53776730973549.58,278068035373456.6,-2373193078964.208,3559251385506.4014,5.078117062035499e+27,-2.6431967880575816e+28,1.2637251835558763e+27,4.4687602850079005e+26,0.5672209159372534,0.1870743076932634,0.30303030303030304,0.6832752061877085,0.5,-0.2,0.37,0.3,1.2
54,-50414101639145.32,83433668291145.2,1087418682280.4376,-2159771128662.4863,4.825358604497411e+27,-1.1109000267198575e+28,4.7497305160745424e+26,6.559990073193333e+25,0.5708566334019152,0.41267924880470336,0.26262626262626265,0.9967447377204013,0.5,-0.2,0.37,0.3,1.2
55,-45772636118423.12,86348771560881.86,-1911827026580.8262,-6618482928831.852,4.7616691597517575e+27,-1.0237153395717008e+28,-8.970848611317377e+26,4.828056091717644e+26,0.5749243810093754,0.27754596882190147,0.14141414141414144,0.732386377947774,0.5,-0.2,0.37,0.3,1.2
56,-43785668982626.945,271586898041645.2,-4839568194052.705,576990133216.3201,5.203298779166186e+27,-2.720781143229092e+28,-3.539747389967414e+26,-1.1848383075621302e+26,0.5899254959694145,0.19819866608410358,0.5656565656565657,0.3429266254835317,0.5,-0.2,0.37,0.3,1.2
57,-45113766919094.48,-290764746250886.06,487175646355.09766,-4165998652935.8945,4.01390598183424e+27,3.2516890200356223e+28,9.158247931451443e+26,-3.160987397398565e+26,0.6143058034163194,0.7239422076319195,0.8787878787878789,0.6199194099334501,0.5,-0.2,0.37,0.3,1.2
58,-51025412584450.945,278554262553125.2,-1734066950767.4685,346904107990.99384,5.154670653219722e+27,-2.7283906045270567e+28,-4.93232860615263e+26,-1.2496808797452434e+26,0.6387321753560478,0.15787693064629726,0.9595959595959597,0.09672575622576562,0.5,-0.2,0.37,0.3,1.2
59,-51575000862380.266,-294363968279800.06,-7502868059723.3545,6681905752160.983,4.958664481011623e+27,3.112174577810199e+28,-1.0793306903544922e+27,-7.065501100668375e+26,0.666607436179964,0.689604249713407,0.010101010101010102,0.8393467580550814,0.5,-0.2,0.37,0.3,1.2
60,-50806711567006.55,-288723304555043.56,2001702909781.1436,-4263152171494.27,4.538729695399476e+27,3.215109204724927e+28,7.225695680045332e+25,-4.573566113187638e+26,0.6759787245158472,0.9654686570571103,0.9494949494949496,0.13425296662283448,0.5,-0.2,0.37,0.3,1.2
61,-42789818328885.33,-64293600774475.88,2702464161908.998,-7581394898977.824,4.0269654401580226e+27,4.5380450370808107e+27,5.511055450907357e+26,3.3160663967089285e+26,0.6808505311209614,0.49019130969339264,0.48484848484848486,0.04075685472620255,0.5,-0.2,0.37,0.3,1.2
62,-53174591227684.27,279024880477559.78,6525156931265.434,-3928960203299.76,5.409028597172723e+27,-2.5983626289109836e+28,-7.191035515254528e+26,4.7993632267815466e+26,0.6941274982596337,0.1936820149781528,0.494949494949495,0.06745143980767832,0.5,-0.2,0.37,0.3,1.2
63,-49649794631228.03,-67881733809147.64,1693150207147.6758,3378268517490.0264,4.960895767538071e+27,6.455173103796659e+27,-6.050658619036151e+23,4.323885237158108e+26,0.699584713438353,0.6220148207763003,0.14141414141414144,0.6675811440591998,0.5,-0.2,0.37,0.3,1.2
64,-54729010109942.13,269314645500733.5,8531115023870.006,5928832183914.067,5.060514823730299e+27,-2.6311715216686097e+28,4.414974568265673e+26,6.411709322165842e+26,0.7304582474630419,0.17778335358943426,0.21212121212121213,0.231116888881435,0.5,-0.2,0.37,0.3,1.2
65,-46989818106378.56,276477661879361.53,3064954895942.193,3588656913903.727,5.437436637266065e+27,-2.7032123898210305e+28,-4.0192088732812316e+26,1.2041309845425223e+26,0.7331730088282746,0.20871950691646207,0.9292929292929294,0.3062974163516048,0.5,-0.2,0.37,0.3,1.2
66,-46833447808043.96,90951955585951.58,-5793963922798.64,-13010734051408.043,4.524870009808852e+27,-1.0169553292202483e+28,-4.8976063088213865e+26,6.725161781097461e+25,0.7404573264446507,0.31400793577054903,0.48484848484848486,0.12076367531252985,0.5,-0.2,0.37,0.3,1.2
67,-50785863810750.37,80207882023099.97,-1992887559792.6628,-1215643653204.5796,3.7136986618923654e+27,-1.0967740108158717e+28,1.1349164463989838e+27,-1.7931615401770832e+26,0.7404573264446507,0.31400793577054903,0.6666666666666667,0.7260620222977401,0.5,-0.2,0.37,0.3,1.2
68,-52112364485490.43,-295340536500024.9,6634393785763.264,11821041575439.21,4.18485432207881e+27,3.1194340375437773e+28,-7.757071652092858e+26,1.0610761180779395e+27,0.75372374853236,0.8835105713256606,0.8181818181818182,0.26816101390677405,0.5,-0.2,0.37,0.3,1.2
69,-45568636104958.99,88033671992081.02,-10598439679528.264,10394525647029.021,3.9472120781989876e+27,-9.768239008521479e+27,-2.5170310492374353e+26,-5.279493336548957e+26,0.7668867889933553,0.4261667280370496,0.11111111111111112,0.2661362173594538,0.5,-0.2,0.37,0.3,1.2
70,-53272105714232.22,273491245083734.2,9002403876147.824,-2497357271451.6777,4.3707656822222357e+27,-2.5218779606962395e+28,-2.8652155657046527e+26,-4.3804323084188125e+26,0.7706227625168228,0.2691034836290988,0.9494949494949496,0.07242155415815504,0.5,-0.2,0.37,0.3,1.2
71,-49007105579671.734,272136685575306.34,7436781191608.375,3206520510588.403,5.997209656717283e+27,-2.5892573796698506e+28,3.220364176365845e+26,1.211880475688729e+27,0.7773413868355621,0.26514624956181854,0.31313131313131315,0.6994396242177359,0.5,-0.2,0.37,0.3,1.2
72,-39260824025111.94,82070376742718.45,-8016562747055.631,12483785212024.486,5.073166429128595e+27,-1.0499804469996327e+28,4.322715027987031e+26,-6.50004331909651e+25,0.7828424386752375,0.4102387658867561,0.15151515151515152,0.7318563446053026,0.5,-0.2,0.37,0.3,1.2
73,-45656323658174.19,-76155251501221.05,-10233013724228.8,2701066339343.769,3.5985621844854626e+27,5.604927442601693e+27,-4.008299687703907e+25,9.439904896289622e+26,0.7832230535522287,0.6334603942673163,0.4040404040404041,0.6119150708886237,0.5,-0.2,0.37,0.3,1.2
74,-40613518343401.41,-64149976951204.02,6457984909883.365,7154795619854.268,4.0214933565886996e+27,4.742484930049564e+27,-3.80808958914434e+26,1.571324795092555e+27,0.8010389991505578,0.6145061278447481,0.010101010101010102,0.9386887237714069,0.5,-0.2,0.37,0.3,1.2
75,-169046117620017.56,278771254077840.9,4645194763218.231,1114668335360.81,2.4690044356903963e+28,-2.7576502084408757e+28,1.57463122824994e+26,7.37874338068128e+26,0.8043972376170963,0.11232706321696112,0.13131313131313133,0.5687716704872495,0.5,-0.2,0.37,0.3,1.2
76,-181075041862943.2,-295160630326348.1,1215830411686.1707,-570518677659.1945,2.5219762738375934e+28,3.344893583697464e+28,2.7083976797111716e+26,-1.0127895536044225e+27,0.8289208350481668,0.9214336452387695,0.9191919191919192,0.09429998152385727,0.5,-0.2,0.37,0.3,1.2
77,-181338000395558.22,288649953602268.2,-736818076681.1473,-1404944540554.6943,2.335935916995662e+28,-2.6668035847049627e+28,2.6990618592671164e+25,-1.8257633656693953e+26,0.8422352278179868,0.14999007773644352,0.8585858585858587,0.19801362349680474,0.5,-0.2,0.37,0.3,1.2
78,-172836956261143.94,-294843907250431.4,10344122123072.715,-2800109143198.6294,2.374558110835417e+28,3.2175531524832186e+28,9.065598121061966e+26,9.516936538069651e+26,0.8479401587479708,0.9123735698905631,0.020202020202020204,0.2805552340945753,0.5,-0.2,0.37,0.3,1.2
79,-171748154753718.8,106395914826323.17,-8753283598814.666,8285534550674.15,2.401472211998106e+28,-1.1723146143960708e+28,1.238773512248014e+26,-6.159176418703324e+26,0.848752469123786,0.317871904207536,0.17171717171717174,0.9151386090283506,0.5,-0.2,0.37,0.3,1.2
80,-177892824034554.28,-81508045128253.47,-1306057478189.038,10692504040498.305,2.4711621797608694e+28,6.094431668165818e+27,6.9646544611967935e+25,1.3230960271179948e+26,0.8493726079806712,0.6467381465853735,0.07070707070707072,0.36816014198992353,0.5,-0.2,0.37,0.3,1.2
81,-177960471471880.94,282519294311051.7,-445788625123.3811,3754502922615.4087,2.3113961404789826e+28,-2.7606962226901356e+28,1.3911832187267075e+27,7.940574159642169e+26,0.8672958111642768,0.024147693608463916,0.9090909090909092,0.07766976083746935,0.5,-0.2,0.37,0.3,1.2
82,-172719106579597.6,-295780947685604.7,-2218642182960.508,1870474081413.6875,2.527923589078254e+28,3.232066029516937e+28,2.9426979514477007e+26,-3.4085624380068316e+25,0.8734754848543012,0.7880728700891741,0.10101010101010102,0.6858385922337104,0.5,-0.2,0.37,0.3,1.2
83,-189580037181446.75,-89923990363459.39,2535819786840.955,-12090876914760.799,2.4739290995725337e+28,6.746569323703562e+27,4.382772062026025e+26,7.683408686609815e+26,0.8797375839917461,0.552864988524133,0.8181818181818182,0.7137269513488191,0.5,-0.2,0.37,0.3,1.2
84,-177084939881501.53,287996745296045.6,1171345925984.9587,-13569454067.630276,2.273523438170153e+28,-2.6182857872592045e+28,1.6885054551472463e+27,-1.9402505234550172e+26,0.8905674919743978,0.060734669253885154,0.5555555555555556,0.26790739694924826,0.5,-0.2,0.37,0.3,1.2
85,-192979539317258.4,-84850885748037.12,11745298329439.914,5609969299586.985,2.4009034197087897e+28,6.456725801565299e+27,3.893935594873752e+26,8.161719327948592e+26,0.9003967546890539,0.6496890571338415,0.4545454545454546,0.16580716937610485,0.5,-0.2,0.37,0.3,1.2
86,-182525287389794.03,95242814453215.45,-4885050430637.652,266832529805.11572,2.4429105002723343e+28,-1.1193384467422014e+28,1.2789493770604568e+27,1.0762600930244691e+27,0.9006489053507067,0.32813247397777484,0.595959595959596,0.5901142980233395,0.5,-0.2,0.37,0.3,1.2
87,-179943101863278.53,-290379030056496.3,-216180831665.10846,-3575125766380.43,2.71279895024713e+28,3.2298895448745722e+28,9.621707380761439e+26,-1.3320185683843327e+27,0.9068459373603869,0.8969495000281853,0.9393939393939394,0.9160126855762198,0.5,-0.2,0.37,0.3,1.2
88,-161755006629657.53,94283767250807.9,4379630784154.4297,3714904935712.3804,2.5648847333899664e+28,-1.2365124972656585e+28,-4.686789398585259e+26,7.297398419405114e+26,0.9285805175333927,0.475939662458484,0.4646464646464647,0.035888446327238865,0.5,-0.2,0.37,0.3,1.2
89,-185578300791472.6,-88079850698035.55,-3648264872002.5957,-2854898157820.64,2.673513622165546e+28,6.338100777232764e+27,1.2820415033809825e+27,1.2572681635233023e+27,0.9353268370932215,0.5874815442387509,0.9090909090909092,0.5653487318465931,0.5,-0.2,0.37,0.3,1.2
90,-197007296743109.03,-300174311447150.7,94561412126.38881,5135694891494.117,2.6726893577532764e+28,3.397904402865165e+28,5.7963628770619735e+26,2.5513745328873413e+26,0.9374310070637999,0.9445242151274345,0.9393939393939394,0.1613879782115779,0.5,-0.2,0.37,0.3,1.2
91,-196309470647617.94,-80881479859817.06,-3656116253660.828,-1467513261152.3894,2.493137315666193e+28,5.770111979015573e+27,-6.830412887523511e+26,1.0469105356945363e+27,0.938258574564887,0.5715066475059137,0.9595959595959597,0.3306612539511238,0.5,-0.2,0.37,0.3,1.2
92,-173022089038011.22,94153816925146.44,-183651634031.64566,567940052508.0338,2.2533615810644803e+28,-1.033302790900288e+28,2.4414072037271244e+26,3.873929409849759e+25,0.9475422739588224,0.4570595112796701,0.18181818181818182,0.5995945644062699,0.5,-0.2,0.37,0.3,1.2
93,-180189432202311.8,-300526550949963.5,1907426196817.1633,-4743452804360.799,2.505195012062042e+28,3.239036614623743e+28,1.5720241569859854e+27,1.0476224384013792e+27,0.9476674915199053,0.8744241921036853,0.595959595959596,0.3485038561257915,0.5,-0.2,0.37,0.3,1.2
94,-185135483211949.03,-299763040237083.25,-634688702951.6973,5427753391205.042,2.538211497752578e+28,3.3174769066752243e+28,9.056186659210481e+26,2.7686019970325543e+26,0.9476674915199053,0.8744241921036853,0.9191919191919192,0.42690001320777626,0.5,-0.2,0.37,0.3,1.2
95,-180638513233961.9,-89002900324556.78,4638439956260.245,259492609648.23196,2.587081944291716e+28,6.222427971534005e+27,2.947278240398607e+26,-2.9785899100125347e+26,0.9502507693537138,0.6283213459646327,0.33333333333333337,0.9917177632667069,0.5,-0.2,0.37,0.3,1.2
96,-197040493219071.47,-74510892706688.55,648977330599.5011,-935852119624.0713,2.368695273411596e+28,6.842193762636583e+27,-2.0277704496871138e+26,5.466244975158883e+26,0.9677485832483307,0.5607390490013104,0.6262626262626263,0.5472554691337724,0.5,-0.2,0.37,0.3,1.2
