,x0_xt,v0_xt,t_xt,r1,x0_vt,v0_vt,t_vt,r2
0,-0.8878272265696932,-0.06201729092322813,0.29374269454197827,0.0,0.025908488961938016,-0.006098235515720264,-0.13102477751620473,0.0
1,-0.8743741710190169,-0.06201729286733484,-0.03378946166174397,0.0,-0.0025403412100089675,-0.006098210666631033,0.32246120584689986,0.0
2,1.0411878567581054,-0.1289662775390684,-0.049637589520074334,0.0,0.004932138838292502,-0.009446480460096364,0.3282771286307052,0.0
3,-0.8361335703567869,-0.09326172091476373,0.27329344324081734,0.0,0.021032695231052348,0.010376191412299136,-0.1426233943635707,0.0
4,-0.8459642507412318,-0.09796334368655157,0.2710281016045579,0.0,-0.016404710125028824,-0.0075286637096014615,0.14154179016225887,0.0
5,1.053745012411405,-0.11103308572022874,-0.21333104466042846,0.0,0.019154954813427393,-0.0055744328200026914,-0.15525274109191758,0.0
6,-0.9546370841765071,-3.418488394779651e-05,-0.06221395552076468,0.0,-0.03192438848787023,-0.024535708220812254,-0.3421974047617412,0.0
7,-0.9445240932984446,0.004778800644183789,0.23743040700510334,0.0,0.021541724975601095,-0.0059648777578856695,-0.23392008046000445,0.0
8,-0.9434027386878164,0.004822785658502249,0.0008829293954836473,0.0,-0.02654415161958688,-0.0078505958964672,-0.36640069258229513,0.0
9,0.7336823945334894,0.1896802843548235,-0.1975514911024093,0.0,0.018940673223206694,0.003291361235442025,-0.1927922213502482,0.0
10,-0.9709756346273222,0.039758362459026,-0.05280239913793623,0.0,-0.0031462790969240912,-0.002386927096709522,0.32017744732781117,0.0
11,1.0863411686157638,-0.14996785829570122,0.30076549349677034,0.0,0.019592979084660653,-0.009722323055913053,0.16336908497507766,0.0
12,1.0772458097650424,-0.14996829297969924,0.21329035129596913,0.0,0.039395501379688246,-0.009720456510301036,0.29525451790490764,0.0
13,0.8937456131208517,0.01570220541243244,0.0400923607739322,0.0,0.004089709684997771,-0.0009074301602792906,0.3643460782178397,0.0
14,0.8921618481862241,0.017928727323341324,0.1554903490132184,0.0,-0.02545305891359275,-0.004707860511756798,-0.31033149192359544,0.0
15,-0.9163508410231319,-0.019690663149923453,0.20554078728990863,0.0,0.012356260867058034,-0.004900264081731793,-0.2634455175322178,0.0
16,-0.9188436775290199,-0.020216864110515757,0.08163309043575556,0.0,-0.027094134239139003,-0.004469949428931908,0.3150554265233071,0.0
17,-0.936066863222726,-0.0202167105733319,-0.19997664712552382,0.0,-0.02786229968958228,-0.004470246310694721,-0.256788705599712,0.0
18,-1.0256989177040932,0.06552518950839008,0.316923351127962,0.0,0.01477254894992873,-0.002550769991749688,-0.0013471808779445251,0.0
19,0.8376377216899078,0.08454283380601807,0.290942007040053,0.0,-0.023589818807390302,-0.002756416840438646,-0.21241853170508462,0.0
