,xt_x0,xt_v0,xt_t,xt_energy,vt_x0,vt_v0,vt_t,vt_energy,x0,v0,t,energy,explainer
0,0.287924177381672,0.2536786638492393,0.3541906965323007,0.0,0.21010230550779754,0.1963137748170713,-0.13002483180137678,0.0,0.6596292497768395,0.43177143064415846,0.5050505050505051,0.029571591558813674,kernel
1,0.2444300231279416,0.35586670638536755,0.376366847979855,0.0,-0.04214760472318575,-0.07897174003994653,0.1927193932337074,0.0,0.2982749295736867,0.112242065192173,0.8484848484848485,0.29189524509405324,kernel
2,0.20636236339828828,0.29173813702623264,0.3827615658064365,0.0,0.20698993493424112,0.15724517447062974,-0.06796345743800847,0.0,0.9552351159670998,0.09702744353817572,0.13131313131313133,0.6247373036464678,kernel
3,0.16869942956542205,0.39169398131375577,0.2611057155143876,0.0,0.12678445223143306,0.3203043961821191,-0.11032798361241325,0.0,0.9743488169346084,0.8604954026734201,0.9797979797979799,0.6460112407745516,kernel
4,0.014250979598906921,0.35704662966451217,0.18928632744190693,0.0,-0.027474951988206764,0.23965477104643712,0.30548305517138485,0.0,0.9812999600056385,0.9671236587814639,0.8989898989898991,0.8464771334392056,kernel
5,-0.18259971331349034,-0.234823228627979,-0.528135926338084,0.0,0.13079331996465943,0.18085212818305585,0.3349609834913564,0.0,0.6351779967522099,0.2042698603082147,0.31313131313131315,0.19522860502095415,kernel
6,0.24982332154758832,0.14095372776271564,0.28844259282261375,0.0,-0.23651632480536416,-0.15222656985058935,-0.45144035465856613,0.0,0.48625877358643627,0.717237473296741,0.8181818181818182,0.1481686110244736,kernel
7,-0.2608523053645555,-0.3357257755257673,-0.38046047752032686,0.0,-0.2333585217342106,-0.2741994482424757,0.002315411197876427,0.0,0.7377822726454621,0.04984551716929242,0.42424242424242425,0.3842307469855596,kernel
8,-0.9468360125985453,0.016260215801424005,-1.0040468426154074,0.0,0.011702593560993416,0.11411662715058823,0.012081039837888233,0.0,0.0401095102811902,0.5533999015818509,0.0,0.34170705008932367,kernel
9,-0.1309032528411801,0.2870158859718713,-0.14123549571005134,0.0,-0.10619525549673367,-0.09990968219398993,-0.4522847935465352,0.0,0.3715697226697881,0.06119203399537465,0.8282828282828284,0.3966522795774438,kernel
10,-0.26549125357418235,-0.3517892865162825,-0.40515350834375147,0.0,-0.1703498680664685,-0.11717860865438856,-0.5115892610263834,0.0,0.8361317520310385,0.5320179448393072,0.7171717171717172,0.040520630657772866,kernel
11,0.040227626697848164,0.03852202667802057,-0.24635030525356444,0.0,-0.17306336983764722,-0.12238540430365491,-0.34381228470369607,0.0,0.7005698684577096,0.2560741309197724,0.30303030303030304,0.12017420791539284,kernel
12,0.3053808004353597,0.14397802216458377,0.49437784317218836,0.0,-0.040044179192737506,-0.13773753438467395,-0.22069320475280807,0.0,0.27819914320872263,0.48123252343176004,0.9191919191919192,0.003338719997127128,kernel
13,-0.1291260774537546,-0.19215453761116835,-0.08587991084483346,0.0,-0.06691441619848382,-0.10653721677067071,-0.05735070922734818,0.0,0.4622264833734991,0.6331327659004957,0.12121212121212122,0.0900560047222101,kernel
14,0.278808771286047,0.1384634722729945,0.528950965456108,0.0,-0.09934421323553655,-0.05633492232388149,-0.24792995530016193,0.0,0.9082416977974888,0.03180860245621003,0.9191919191919192,0.5793557435594031,kernel
15,0.07489286340938342,0.12193619530115674,0.30110430803628857,0.0,0.17063079114519633,0.2514475376557225,0.039947862921634214,0.0,0.6857177469609415,0.9102260070338637,0.4444444444444445,0.3305317333154981,kernel
16,-0.3082609506830931,-0.2710736929885955,0.035224256955634886,0.0,-0.08174746616023391,0.006764532327632883,-0.21025679365218714,0.0,0.017466350203442504,0.1923633997540687,0.9191919191919192,0.6187394039354726,kernel
17,0.3393535466538642,0.28246182194678593,0.5190522563194899,0.0,-0.31348250325362526,-0.16956388319868665,-0.2675508855295873,0.0,0.8840357696690182,0.5111577768464035,0.494949494949495,0.10959130527122724,kernel
18,0.3568461226252421,0.3071717437910978,0.23440742369063589,0.0,-0.09175684819323465,-0.20220944137837726,-0.4763455420469662,0.0,0.8709850228733047,0.1585808377161212,0.5050505050505051,0.3061835299214575,kernel
19,0.3071871076829463,0.2909224880418788,0.2650731881307164,0.0,0.18485729897549597,0.18984121962753261,-0.09158889031660582,0.0,0.8984955962320003,0.9944300946513348,0.5050505050505051,0.6033116326604158,kernel
20,0.09975563688799388,0.12936578150519729,0.20216489991826,0.0,-0.020949128967189284,0.015939657392526452,-0.35294456594330703,0.0,0.08003495185578796,0.5600166829056852,0.6161616161616162,0.20324241161236217,kernel
21,-0.33968138965458516,0.4665534942238688,0.02569900067892078,0.0,0.30978434979388647,0.2272992699397115,0.5084641407169639,0.0,0.2576768809861596,0.8427384934172062,0.010101010101010102,0.2226377953409131,kernel
22,-0.21845656346340578,-0.18323791731631617,-0.174856933190156,0.0,-0.02519748817962065,-0.0015672019733450754,0.1716337295319748,0.0,0.7699530329845758,0.8574965611050291,0.9090909090909092,0.24361667879994758,kernel
23,0.025512368039790213,-0.207354165318357,0.0759744768517079,0.0,0.1051094691008638,0.11681240518893049,0.22608928085180374,0.0,0.5519923235469636,0.05883182706779705,0.17171717171717174,0.42269499850060926,kernel
24,0.2194197452680381,0.17654743830644323,-0.0748305715265265,0.0,0.025138405619032644,-0.0031966265943170653,0.0013340281876155586,0.0,0.17654612819369903,0.7586367730912966,0.6262626262626263,0.15353524044666003,kernel
25,0.14871186301030984,0.2484057797648936,0.047000634835423605,0.0,-0.0797476354691215,-0.036498731056702705,-0.49246793740966943,0.0,0.7083903868124556,0.5869877958800697,0.030303030303030304,0.019834760134951175,kernel
26,0.5051176531795503,0.009605486204724345,0.8851117180235794,0.0,-0.0014021129128689094,0.10595507996713949,-0.005230620299104628,0.0,0.9944526121364243,0.4384513440534268,0.07070707070707072,0.5087287252405357,kernel
27,0.18662824312522586,-0.02911730373578897,0.2526685246220006,0.0,0.2475650157215301,0.2057568048627499,0.022869960385996896,0.0,0.48625877358643627,0.717237473296741,0.7070707070707072,0.1481686110244736,kernel
28,0.07313120242180038,-0.007803083793519003,-0.20257631647571367,0.0,-0.04342491151655972,-0.09081196063323166,-0.4200928632937333,0.0,0.7911620689768849,0.4830282418318997,0.09090909090909091,0.008045617794079293,kernel
29,0.341182406228369,0.35049237996146065,0.2623772223337858,0.0,0.13659659036254534,0.23610736316552214,-0.19225853063571138,0.0,0.771494580376082,0.6660948550474957,0.4545454545454546,0.05412843652487848,kernel
30,0.28905565082761675,0.4974559285402034,0.2252792104419749,0.0,0.12159175507334535,0.1039302158152357,-0.21512284155240746,0.0,0.3395047196428406,0.6638438794718997,0.8282828282828284,0.07126971507214541,kernel
