,xt_x0,xt_v0,xt_t,xt_rand,vt_x0,vt_v0,vt_t,vt_rand,x0,v0,t,rand,explainer
0,-0.0036430418847334667,0.008342062080892942,-0.9044852429324683,0.0,0.020539542043567546,-0.019718323543622573,0.5155856952462713,0.0,0.16666729946127606,0.9822374897174224,0.7272727272727273,0.997828626928269,kernel
1,-0.0016909159847134092,-0.026201546491147698,-0.8377500005612304,0.0,-0.003071565873198484,0.011072733680200453,0.5702878219932411,0.0,0.41592658507203384,0.1121157852961075,0.9393939393939394,0.33265819917916783,kernel
2,-0.08754349094708719,-0.1300136718193921,0.23343814929552353,0.0,0.058428327883986775,0.03867458853874661,0.8188264181237355,0.0,0.3250618856013286,0.002915858707189245,0.16161616161616163,0.02782611289906478,kernel
3,-0.0001574653062341412,-0.01739154680997293,0.12206468971833455,0.0,-0.04122735639724401,-0.0006302489804045353,-1.0438813580716022,0.0,0.7656140635503322,0.7048791629402347,0.23232323232323235,0.9897576980018363,kernel
4,0.0017548795276599027,-0.020169515227433155,-1.0024170182728873,0.0,-0.02459900305049252,0.011314400752216763,-0.13814627674929286,0.0,0.6121458174892607,0.28279248131867807,0.8282828282828284,0.054108469142170434,kernel
5,0.002528767169105049,0.005643258285616244,-0.054994280555730315,0.0,-0.00334824229743258,-0.01566617050920338,-1.0695711148078264,0.0,0.47558782297768415,0.9065263044732534,0.6565656565656566,0.9927054918902483,kernel
6,-0.00011164928953780184,0.0005385054580068216,-0.8998955800986302,0.0,-0.029025641230326277,-0.0019617777211466403,-0.6098060691112819,0.0,0.6941654768555708,0.6906295493317633,0.4545454545454546,0.9630243149116768,kernel
7,0.0025680926116027902,0.006479513251811564,0.17822044453701275,0.0,0.0023716101752370156,-0.018075542391751465,0.9568287879693479,0.0,0.4167917597786919,0.9628868206491812,0.4747474747474748,0.6713082360507592,kernel
8,-0.004474975527210115,-0.019095918007358936,0.4869554603441376,0.0,0.009254716554248227,0.013201212588231481,0.7956703509608297,0.0,0.24875254896896276,0.24694974748454146,0.6363636363636365,0.7657210544833888,kernel
9,-0.00020269284892702674,-0.02163599880462338,-0.03413054452358215,0.0,-0.005427096785084934,0.009713940102720642,0.9661600119809686,0.0,0.4162827484048747,0.3094929513443379,0.5252525252525253,0.7890604715380635,kernel
10,-0.005066647989521111,-0.016545148313687474,0.8428863180002901,0.0,-0.03670769657300533,0.012019663095518364,0.060540551217118974,0.0,0.17447831073989556,0.16787033041803973,0.27272727272727276,0.3809738122367922,kernel
11,-0.004232160963454246,0.012787047867671666,0.14665009433820858,0.0,-0.04417545348364155,-0.012467346160599413,-1.0265194966141757,0.0,0.7655845632283558,0.958084441529367,0.23232323232323235,0.7219157040597616,kernel
