,xt_x0,explainer,xt_v0,xt_t,xt_rand,vt_x0,vt_v0,vt_t,vt_rand,x0,v0,t,rand,alpha,beta,gamma,delta,omega
0,-337447545866486.1,sample,16203276508445.648,-1999233035937.7104,0.0,-9.461583073011853e+28,2.477896074455309e+28,-4.51211616985505e+26,0.0,0.0,0.40704278687560114,0.33333333333333337,0.6914353818612851,1.5,-1.0,0.37,0.3,1.2
1,-286138559113405.06,sample,270790286509858.72,-0.40456350452935474,0.0,-7.782738601193931e+28,7.45896994194726e+28,-0.09918078982563769,0.0,0.02216301661751341,0.9668408660848014,0.8383838383838385,0.7455691588860882,1.5,-1.0,0.37,0.3,1.2
2,-311553251424231.1,sample,9312655903639.652,-1154660481669.5469,0.0,-7.709699992608134e+28,1.5514070516044373e+28,-3.4035185039183444e+26,0.0,0.032778935168955026,0.49323833583263427,0.6666666666666667,0.04381762895096469,1.5,-1.0,0.37,0.3,1.2
3,-258802638998198.8,sample,244845590653167.75,-1391223999363.237,0.0,-6.716736726691953e+28,6.407480164101094e+28,-1.4511927091835241e+26,0.0,0.04241153473044762,0.9550488567420237,0.4040404040404041,0.38827369830627695,1.5,-1.0,0.37,0.3,1.2
4,-229856934074506.72,sample,-88290555575362.19,-1315175614301.6377,0.0,-5.237450043886002e+28,-1.6152727237943854e+28,-1.3214453847625783e+26,0.0,0.07289240799841318,0.25001886452297417,0.797979797979798,0.5857088583715211,1.5,-1.0,0.37,0.3,1.2
5,-160235551568387.47,sample,266108560452654.53,-1262755328430.7646,0.0,-4.68713441113343e+28,5.414999823477701e+28,-3.385863900852998e+26,0.0,0.08486501305003469,0.9486068163326032,0.23232323232323235,0.12979753826830298,1.5,-1.0,0.37,0.3,1.2
6,-208126918154337.62,sample,-91928869032836.17,-303590693322.9475,0.0,-4.335593521926471e+28,-1.7329218374358786e+28,-6.519677857057899e+24,0.0,0.08854491450405244,0.2446451407183608,0.9090909090909092,0.8313138558321438,1.5,-1.0,0.37,0.3,1.2
7,-208421709579724.66,sample,-91492439229655.11,-445227406899.6483,0.0,-4.301229645625405e+28,-1.761293653065433e+28,-6.6439508625292235e+25,0.0,0.08854491450405244,0.2446451407183608,0.030303030303030304,0.16599555056101162,1.5,-1.0,0.37,0.3,1.2
8,-149389151214993.3,sample,134943470570559.67,-902589205023.4836,0.0,-3.56999944002849e+28,3.2685811002215774e+28,-2.23501952273573e+26,0.0,0.09207120967811955,0.730150443946345,0.5757575757575758,0.1724432023728384,1.5,-1.0,0.37,0.3,1.2
9,-147893382986790.78,sample,-172484780556598.03,1272544038247.5457,0.0,-3.117825630458415e+28,-3.744880160895828e+28,1.2141278886464958e+26,0.0,0.10714144852586788,0.08895035281278107,0.26262626262626265,0.07983282779634904,1.5,-1.0,0.37,0.3,1.2
